index,Speaker,Sentence,class,opinion-tag,label,Act Tag,act_label
67,T,This right here is telling you that it goes from here to here and that is 17.,2,New,1,1 - none,0
68,T,The 17 is the entire distance from this tip of the triangle to this tip of the triangle.,2,Strengthened,2,1 - none,0
69,T,"On this line, that's how much space the square takes up.",2,Irrelevant,0,1 - none,0
70,T,"If the whole thing is 17, do you know how much this space is?",2,New,1,8 - press for  accuracy,5
71,S,Five.,2,New,1,7 - context,0
72,T,It's five.,2,Adopted,4,5 - revoicing,4
73,T2,What do you think?,2,Irrelevant,0,8 - press for  accuracy,5
74,T,"If the whole thing is 17 and this much is five, what's left over?",2,New,1,8 - press for  accuracy,5
75,T,"If this is 17 and we're going to take away five, what's leftover?",2,New,1,8 - press for  accuracy,5
76,S,Hold on.,2,Irrelevant,0,1 - none,7
77,S,both?,2,Irrelevant,0,1 - none,7
78,T,What's 17 - 5?,2,Strengthened,2,8 - press for  accuracy,5
79,S,17 - 5?,2,Weakened,3,1 - none,7
80,S,12,2,New,1,7 - context,0
81,T,12,2,Adopted,4,4 - restating,3
82,T,I cannot get this off.,2,Irrelevant,0,1 - none,0
83,T,"If the rest is 12, and there's how many sections.",2,New,1,8 - press for  accuracy,5
84,S,Two.,2,New,1,4 - making a claim,10
85,T,"No, this is gone because we know this is five.",2,Refuted,5,1 - none,0
86,T,Now we have this and this.,2,Irrelevant,0,1 - none,0
87,T,"What do you think, for you?",2,Irrelevant,0,8 - press for  accuracy,5
88,S,I think it describes,2,Irrelevant,0,1 - none,7
89,T,No.,2,Refuted,5,1 - none,0
90,T,What?,2,Irrelevant,0,2 - keeping everyone together,1
91,T,"If this and this, there's two sections and if I were to put them together they're 12, how much is each one then?",2,Irrelevant,0,8 - press for  accuracy,5
92,T,What's half of 12?,2,Irrelevant,0,8 - press for  accuracy,5
93,T,What's 12 divided by 2?,2,Irrelevant,0,8 - press for  accuracy,5
94,T,"That means this one will be six, this one will be six, all right.",2,New,1,1 - none,0
95,T,6 + 5 is 11 + 6 is?,2,Irrelevant,0,8 - press for  accuracy,5
96,S,17,2,Irrelevant,0,4 - making a claim,10
97,T,That's the whole.,2,Irrelevant,0,1 - none,0
98,T,All right.,2,Adopted,4,1 - none,0
99,T,"Sorry, .",2,Irrelevant,0,1 - none,0
100,T,"All right, let's talk about how did we figure this out.",2,Irrelevant,0,1 - none,0
101,T,We're still working on it.,2,Irrelevant,0,1 - none,0
102,T,You know the answer.,2,Irrelevant,0,1 - none,0
103,T,"First of all, I heard a lot of questions.",2,Irrelevant,0,1 - none,0
104,T,People were saying what's this 17 right here.,2,Irrelevant,0,1 - none,0
105,T,What is this 17 on this line right here?,2,Irrelevant,0,8 - press for  accuracy,5
106,T,"What does this represent, Jorge?",2,Irrelevant,0,8 - press for  accuracy,5
107, Jorge ,A graph.,2,New,1,7 - context,0
108,T,It's actually not a graph.,2,Refuted,5,5 - revoicing,4
109,T,That would be a good guess.,2,Strengthened,2,1 - none,0
110,T,"How long what is, Neil?",2,Irrelevant,0,8 - press for  accuracy,5
111, Neil ,It's the whole shape.,2,New,1,7 - context,0
112,T,The whole shape.,2,Adopted,4,4 - restating,3
113,T,It is the distance from this end of the triangle to this end of the triangle.,2,Strengthened,2,1 - none,0
114,T,If you see right here.,2,Irrelevant,0,1 - none,0
115,T,This is telling you that the whole thing is 17 wide.,2,Strengthened,2,1 - none,0
116,T,The whole shape is 17.,2,Strengthened,2,1 - none,0
117,T,Do we know any parts of this whole distance?,2,Irrelevant,0,8 - press for  accuracy,5
118,T,See how I have lines right here.,2,Irrelevant,0,1 - none,0
119,T,I've drawn some lines to separate.,2,Strengthened,2,1 - none,0
120,T,From here to here is the triangle.,2,Strengthened,2,1 - none,0
121,T,"From here to here is the square, and from here to here is this triangle.",2,Strengthened,2,1 - none,0
122,T,It also make it look like this.,2,Irrelevant,0,1 - none,0
123,T,You guys don't need to do this.,2,Irrelevant,0,1 - none,0
124,T,I'm just helping you visualize.,2,Irrelevant,0,1 - none,0
125,T,Do we know any of those parts?,2,Irrelevant,0,8 - press for  accuracy,5
126,T,Emmy.,2,Irrelevant,0,2 - keeping everyone together,1
127, Emmy ,We know  square five.,2,New,1,7 - context,0
128,T,"We know that the square is five long, right here.",2,Strengthened,2,5 - revoicing,4
129,T,We know that this much is five.,2,Strengthened,2,1 - none,0
130,T,"If the whole thing is 17 and now we've taken away 5 of it, how much is left to figure out?",2,New,1,8 - press for  accuracy,5
131,S,Six.,2,New,1,4 - making a claim,10
132,T,"No, how much is left to figure out, Leon?",2,Refuted,5,8 - press for  accuracy,5
133,T,Two parts which are how long total?,2,Irrelevant,0,8 - press for  accuracy,5
134,T,What was--?,2,Irrelevant,0,1 - none,0
135, Leon ,12,2,New,1,4 - making a claim,10
136,T,"12, so we know that we have 12 left, and this part and this part equal 12, and they are the same.",2,Strengthened,2,1 - none,0
137,T,"They are 12 divided by 2, which is 6, so this is 6 and this is 6.",2,Strengthened,2,1 - none,0
138,T,I can double-check it.,2,Irrelevant,0,1 - none,0
139,T,What's 6 + 5?,2,Irrelevant,0,8 - press for  accuracy,5
140,S,6 + 5 = 11.,2,New,1,7 - context,0
141,T,It's 11.,2,Adopted,4,5 - revoicing,4
142,T,What's 11 + 6?,2,Irrelevant,0,8 - press for  accuracy,5
143,S,17,2,New,1,7 - context,0
144,T,"17, that's what our total should be.",2,Strengthened,2,5 - revoicing,4
145,T2,"You could visualize the blue and the yellow on the bottom, and recognize that if you were to move that straight up a little bit from the base of your triangle to the tip of your triangle, that's the height of the triangle.",2,Strengthened,2,1 - none,0
146,T,Could be right here.,2,Irrelevant,0,1 - none,0
147,T2,"Then you'll be able to see your right angle at the base, and you know about your height.",2,Strengthened,2,1 - none,0
148,T,"The base of my triangle, the yellow one, the base is here, and the height is here.",2,Strengthened,2,1 - none,0
149,T,The base is how much on the yellow triangle?,2,Irrelevant,0,8 - press for  accuracy,5
150,S,Five.,2,New,1,4 - making a claim,10
151,T,"Five, and the height is?",2,Adopted,4,8 - press for  accuracy,5
152,S,Six.,2,New,1,7 - context,0
153,T,Six.,2,Adopted,4,4 - restating,3
154,T,We are going to write five and six.,2,Irrelevant,0,1 - none,0
155,T,"Base is five, height is six.",2,Strengthened,2,1 - none,0
156,T,How about the blue triangle?,2,Irrelevant,0,8 - press for  accuracy,5
157,S,Same.,2,Irrelevant,0,7 - context,0
158,T,Same thing.,2,Strengthened,2,5 - revoicing,4
159,T,"Base is five, the height is six.",2,Strengthened,2,1 - none,0
160,T,This one I just started this way.,2,Irrelevant,0,1 - none,0
161,T,"Right, now that we have written our, name of our shape, we've written our formulas, we've identified the base and the height of each of our shapes, what is the next step?",2,Irrelevant,0,8 - press for  accuracy,5
162,T,Dean.,2,Irrelevant,0,2 - keeping everyone together,1
163, Dean ,Solve.,2,New,1,7 - context,0
164,T,"Well, we can't quite solve yet.",2,Refuted,5,5 - revoicing,4
165,T,"Start with the same letters, solve, though.",2,Irrelevant,0,1 - none,0
166,S,That's seven.,2,Irrelevant,0,7 - context,0
167,T,That's seven.,2,Irrelevant,0,4 - restating,3
168,T,What is the word I'm looking for?,2,Irrelevant,0,8 - press for  accuracy,5
169,T,"I hear-- Whisper to me, everyone.",2,Irrelevant,0,1 - none,0
170,SS,Substitute.,2,New,1,7 - context,0
171,T,Thank you.,2,Irrelevant,0,1 - none,0
172,T,"Substitute, substitute.",2,Strengthened,2,4 - restating,3
173,T,Make sure you're substituting the correct numbers.,2,Irrelevant,0,1 - none,0
174,T,We are on the blue triangle.,2,Irrelevant,0,1 - none,0
175,T,"The base is five, the height is six, divided by two.",2,Strengthened,2,1 - none,0
176,T,"Plus the square, the base is five, the height is five.",2,Irrelevant,0,1 - none,0
177,T,Plus the triangle.,2,Strengthened,2,1 - none,0
178,T,"The base is five, the height is six.",2,Strengthened,2,1 - none,0
179,T,"It's a triangle, don't forget to divide by two.",2,Strengthened,2,1 - none,0
180,T,"Okay, solve it.",2,Irrelevant,0,1 - none,0
181,T,"Hi, Will.",2,Irrelevant,0,1 - none,0
182,T,How was your weekend?,2,Irrelevant,0,1 - none,0
183, Will ,Good.,2,Irrelevant,0,1 - none,7
184,T,How was basketball?,2,Irrelevant,0,1 - none,0
185, Will ,It was good.,2,Irrelevant,0,1 - none,7
186,T,Did you win some games this weekend?,2,Irrelevant,0,1 - none,0
187, Will ,"Yes, we won two games.",2,Irrelevant,0,1 - none,7
188,T,"Oh my gosh, I got it.",2,Irrelevant,0,1 - none,0
189,T2,is giving you a hard time.,2,Irrelevant,0,1 - none,0
190,T,I got it.,2,Irrelevant,0,1 - none,0
191,T2,They've got to think about that.,2,Irrelevant,0,1 - none,0
192,T,I'm persevering.,2,Irrelevant,0,1 - none,0
193,T2,up your assistants.,2,Irrelevant,0,1 - none,0
194,T,Now I have to change from my girls to a different--,2,Irrelevant,0,1 - none,0
195,T2,Do the  one?,2,Irrelevant,0,1 - none,0
196,T,"All right, got my answer?",2,Irrelevant,0,2 - keeping everyone together,1
197,S,Yes.,2,Irrelevant,0,1 - none,7
198,T,I don't know why my  is not  today.,2,Irrelevant,0,1 - none,0
199,T,All right.,2,Irrelevant,0,1 - none,0
200,T,I'm going to pull some scripts to help me.,2,Irrelevant,0,1 - none,0
201,T,All right.,2,Irrelevant,0,1 - none,0
202,T,"Sarah, what I'm I going to put here?",2,Irrelevant,0,8 - press for  accuracy,5
203,T,Help me in the blue triangle.,2,Irrelevant,0,1 - none,0
204, Sarah ,Blue is the 15.,2,New,1,4 - making a claim,10
205,T,Why 15?,2,Weakened,3,9 - press for reasoning,6
206, Sarah ,Because 5 x 6 = 30.,2,Strengthened,2,5 - providing evidence/providing reasoning,11
207,T,Yes.,2,Adopted,4,1 - none,0
208, Sarah ,30 / 2 = 15.,2,Strengthened,2,7 - context,0
209,T,5 x 6 Sarah says is 30.,2,Strengthened,2,1 - none,0
210,T,30 / 2 is 15.,2,Strengthened,2,4 - restating,3
211,T,Okay.,2,Irrelevant,0,1 - none,0
212,T,"How about the pink square, Neil?",2,Irrelevant,0,8 - press for  accuracy,5
213,T,What's the area of pink square?,2,Irrelevant,0,8 - press for  accuracy,5
214, Neil ,25,2,New,1,7 - context,0
215,T,25,2,Adopted,4,4 - restating,3
216,T,"Leon, what's the area of the yellow triangle?",2,Irrelevant,0,8 - press for  accuracy,5
217, Female ,Hi there.,2,Irrelevant,0,1 - none,0
218, Female ,"Could you have Ms.  call 5208, please?",2,Irrelevant,0,1 - none,0
219,T,Sure.,2,Irrelevant,0,1 - none,0
220, Female ,Thank you.,2,Irrelevant,0,1 - none,0
221, Leon ,15,2,New,1,7 - context,0
222,T,15,2,Adopted,4,4 - restating,3
223,T,It's the same as this other one.,2,Irrelevant,0,1 - none,0
224,T,"30 divided by 2, which is 15.",2,Strengthened,2,1 - none,0
225,T,"Hey, Joe, what should I do now?",2,Irrelevant,0,8 - press for  accuracy,5
226, Joe ,You should add them up.,2,New,1,4 - making a claim,10
227,T,"Add them up, so 15 + 25 is 40 + 15 is?",2,Adopted,4,8 - press for  accuracy,5
228,SS,55,2,New,1,7 - context,0
229,T,"55, and it's square units we don't know.",2,Strengthened,2,5 - revoicing,4
230,T,How many of you guys got 55?,2,Irrelevant,0,2 - keeping everyone together,1
231,T,Where are you going?,2,Irrelevant,0,1 - none,0
232,T2,"The person who's absent today has not fixed their sub-plans, so the sub does not know where to go, so I have to go to fix myself .",2,Irrelevant,0,1 - none,0
233,T2,Do you want some coffee when I get back?,2,Irrelevant,0,1 - none,0
234,T,"Okay, thank you.",2,Irrelevant,0,1 - none,0
235,T2,"Okay, sorry.",2,Irrelevant,0,1 - none,0
236,T,Anyone else wants some coffee when she comes back?,2,Irrelevant,0,1 - none,0
237,SS,Me.,2,Irrelevant,0,1 - none,7
238,T,"Okay, here you go.",2,Irrelevant,0,1 - none,0
239,T,"Go for it, do this one.",2,Irrelevant,0,1 - none,0
240,T,"Everybody together, work with your partners, with your team.",2,Irrelevant,0,2 - keeping everyone together,1
241,T,Figure out the area of this.,2,Irrelevant,0,1 - none,0
242,T,"Now, please listen.",2,Irrelevant,0,1 - none,0
243,T,Listen up.,2,Irrelevant,0,1 - none,0
244,T,This represents what?,2,Irrelevant,0,8 - press for  accuracy,5
245,T,This 18?,2,Irrelevant,0,8 - press for  accuracy,5
246,T,"The total height of the shape, so think about a part.",2,Irrelevant,0,1 - none,0
0,T,"You know it, you know it all no point in telling everybody he knows it. ",3,Irrelevant,0,1 - none,0
1,T,"A lot of people are saying they know the secret, but they’re stuck on a certain problem that’s giving them difficulties.",3,Irrelevant,0,1 - none,0
2,Michael ,I’m almost done.,3,Irrelevant,0,1 - none,7
3,T,"OK, is anybody problem six anybody got six?",3,Irrelevant,0,8 - press for  accuracy,5
4,Brian,"We know what it is, but we can’t put it inside the thing.",3,Irrelevant,0,1 - none,7
5,Romina,Yeah we know it.,3,Strengthened,2,1 - none,7
6,Brian,It keeps going up by two.,3,New,1,4 - making a claim,10
7,Romina,No what’s in between goes.,3,Refuted,5,2 - relating to another student,8
8,Brian,"In between like one, three, five.",3,Strengthened,2,2 - relating to another student,8
9,Romina,He means this doesn’t go up by two what’s in between it goes up by two.,3,Adopted,4,2 - relating to another student,8
10,T,"Oh, way hey can you come up, let’s erase this and come and show us, OK?",3,Irrelevant,0,2 - keeping everyone together,1
11,Romina,Come on Brian.,3,Irrelevant,0,1 - none,7
12,T,"Maybe, maybe we’ll go to the camera; maybe we’ll go to the camera so they can still think about it, OK. ",3,Irrelevant,0,1 - none,0
13,T,"Yeah, yeah good.",3,Irrelevant,0,1 - none,0
14,T,Now this is the microphone here.,3,Irrelevant,0,1 - none,0
15,Romina,Hold on he has to come up.,3,Irrelevant,0,1 - none,7
16,T,"Well, you’ve got two microphones it won’t hurt. ",3,Irrelevant,0,1 - none,0
17,T,Now what you want to do is put it down so that Michael can get his camera set.,3,Irrelevant,0,1 - none,0
18,T,You got to try and stay out of his way.,3,Irrelevant,0,1 - none,0
19,Romina,What should I say what I wrote for number six?,3,Irrelevant,0,1 - none,7
20,T,Yeah yeah,3,Irrelevant,0,1 - none,0
21,Romina,"Well, I think for six that, like, numbers aren’t really, like what’s in
between; well what’s in between the numbers is two. ",3,Strengthened,2,5 - providing evidence/providing reasoning,11
22,Romina,"So like, so one, what’s between one and two is... well, what I mean is what’s between two
and five is three and what’s between five and ten is five. ",3,Strengthened,2,5 - providing evidence/providing reasoning,11
23,Romina,"Then if, when I do all that between one like the numbers in between it goes by two.",3,Strengthened,2,5 - providing evidence/providing reasoning,11
24,T,"OK, where is it that it goes by two, can you show that? ",3,Irrelevant,0,8 - press for  accuracy,5
25,T,Make sure the camera can see it.,3,Irrelevant,0,1 - none,0
26,Romina,"Well, one, between one and three is two, between three and five is two,
between five and seven is two, and between seven and nine is two.",3,Strengthened,2,5 - providing evidence/providing reasoning,11
27,T,"OK, that’s what I need. ",3,Adopted,4,1 - none,0
28,T,"Now you need to figure out what to do with that, but it’s a wonderful idea. ",3,Strengthened,2,1 - none,0
29,T,Thank you.,3,Irrelevant,0,1 - none,0
30,S,Is there an answer for six?,3,Irrelevant,0,3 - asking for more information,9
31,T,I'm sorry,3,Irrelevant,0,1 - none,0
32,S,Is there an answer for six?,3,Irrelevant,0,3 - asking for more information,9
33,T,Has anybody figured out the equation for six?,3,Irrelevant,0,8 - press for  accuracy,5
34,T, Has anybody figured out the equation for six?,3,Irrelevant,0,8 - press for  accuracy,5
35,Michael ,We keep getting those stupid fours in the way.,3,Irrelevant,0,1 - none,7
36,S,Negative number.,3,New,1,4 - making a claim,10
37,T,Matt have you completed that? ,3,Irrelevant,0,2 - keeping everyone together,1
38,T,"OK, come and say that to the camera why don’t you?",3,Irrelevant,0,2 - keeping everyone together,1
39,Michael ,This one’s ten plus ten that’s twenty.,3,New,1,5 - providing evidence/providing reasoning,11
40,Matt,"I didn’t figure it out, but it has something to do with the prime numbers,
but...",3,New,1,5 - providing evidence/providing reasoning,11
41,T,"OK, whoever’s going to talk needs the mike, who’s talking?",3,Irrelevant,0,2 - keeping everyone together,1
42,Michelle I,We’re both talking.,3,Irrelevant,0,1 - none,7
43,T,You’re both talking.,3,Irrelevant,0,1 - none,0
44,Ankur,He's listening,3,Irrelevant,0,1 - none,7
45,T,You’ve got to hold the mike.,3,Irrelevant,0,1 - none,0
46,Michelle I,"See, um, this is how we did it like, like you talk.",3,Irrelevant,0,1 - none,7
47,Ankur,Whatever the first number is equals the second number.,3,New,1,4 - making a claim,10
48,Michelle I,Whatever number in the box is here,3,Strengthened,2,2 - relating to another student,8
49,Ankur,"So we put two in the second one and always one goes here so if this is three, three goes here and plus one.",3,Adopted,4,5 - providing evidence/providing reasoning,11
50,Michelle I,"See, and if it works here, three times three would be nine and then the one there would be ten.",3,Strengthened,2,5 - providing evidence/providing reasoning,11
51,Ankur,So if it’s four.,3,New,1,2 - relating to another student,8
52,T,"But, you haven’t quite really found the formula, really.",3,Refuted,5,1 - none,0
53,Ankur,"So if it’s four, we get four and four that equals eight, sixteen and then plus one.",3,Strengthened,2,5 - providing evidence/providing reasoning,11
54,Michelle I,"I think that the secret is that the number in the box always goes, always goes next to it...",3,New,1,2 - relating to another student,8
55,T,You suppose there would be a way to write that. ,3,Irrelevant,0,1 - none,0
56,T,"Can you think of a way to
write that?",3,Irrelevant,0,8 - press for  accuracy,5
57,T," The number that goes in the box is also the number that is next
to it.",3,Strengthened,2,1 - none,0
58,T, How could you write that? ,3,Irrelevant,0,8 - press for  accuracy,5
59,T,"That’s a really neat idea, that’s a really
neat idea.",3,Strengthened,2,1 - none,0
60,Ankur,Is that the secret?,3,Irrelevant,0,1 - none,7
61,T,If you can find a way to write it you’ve really got it figured out.,3,Irrelevant,0,1 - none,0
0,T,"Someone told me, someone told me that the red rod is half as long  as the yellow rod.",4,New,1,1 - None,0
1,T,What do you think?,4,Irrelevant,0,3 - Getting Students to Relate,2
2,Erik,Which red rods?,4,Irrelevant,0,1 - None,7
3,Alan,These little ones.,4,Irrelevant,0,4 - Making a Claim,10
4,T,Someone told me that the red rod is half as long as the yellow rod.,4,Irrelevant,0,1 - None,0
5,T,What do you think?,4,Irrelevant,0,3 - Getting Students to Relate,2
6,Alan,No.,4,Refuted,5,1 - None,7
7,Alan,Look.,4,Irrelevant,0,1 - None,7
8,Erik,Nope.,4,Refuted,5,1 - None,7
9,Alan,You’d have to fit more here.,4,Refuted,5,4 - Making a Claim,10
10,Alan,There is enough to fit another light  green in here.,4,New,1,4 - Making a Claim,10
11,T,"Danielle, what do you think?",4,Irrelevant,0,8 - Press for Accuracy,5
12,Danielle,No.,4,Refuted,5,7 - Context,0
13,T,Danielle thinks no.,4,Irrelevant,0,5 - Revoicing,4
14,T,What can you do to convince me that that’s not  true?,4,Irrelevant,0,8 - Press for Accuracy,5
15,T,"Can you speak nice and loud, Danielle?",4,Irrelevant,0,2 - Keeping Everyone Together,1
16,Danielle,Put the two red ones next to the yellow one.,4,New,1,4 - Making a Claim,10
17,T,And?,4,Irrelevant,0,2 - Keeping Everyone Together,1
18,Danielle,And there’s more space.,4,Strengthened,2,4 - Making a Claim,10
